Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2018-12-19 13:30 (EST),Live,Alex Toussaint,30,Cycling,Intervals,30 min Intervals & Arms Ride,2018-12-19 13:20 (EST),231,128,44%,77,17.68,8.83,328,,,
2018-12-21 17:45 (EST),Live,Robin Arzon,45,Cycling,Live DJ,45 min Live DJ Ride,2018-12-21 17:36 (EST),369,137,49%,69,18.15,13.61,524,,,
2018-12-23 14:45 (EST),Live,Robin Arzon,30,Cycling,Music,30 min Hip Hop Ride,2018-12-23 14:34 (EST),277,154,48%,78,19.16,9.57,393,,,
2018-12-29 14:45 (EST),Live,Jess King,30,Cycling,Low Impact,30 min Low Impact Ride,2018-12-29 14:34 (EST),243,135,45%,78,18.27,9.14,346,,,
2019-01-02 08:00 (EST),Live,Cody Rigsby,45,Cycling,Music,45 min 90s Pop Ride,2019-01-02 07:50 (EST),333,123,43%,78,17.50,13.12,473,,,
2019-01-03 11:30 (EST),Live,Robin Arzon,30,Cycling,Music,30 min Hip Hop Ride,2019-01-03 11:20 (EST),258,143,47%,75,18.64,9.31,366,,,
2019-01-04 09:30 (EST),Live,Denis Morton,20,Cycling,Music,20 min 80s Ride,2019-01-04 09:19 (EST),105,88,38%,75,15.21,5.06,149,,,
2019-01-04 09:55 (EST),Live,Denis Morton,20,Cycling,Low Impact,20 min Low Impact Ride,2019-01-04 09:52 (EST),86,72,34%,77,14.04,4.67,123,,,
2019-01-06 18:00 (EST),Live,Ally Love,45,Cycling,Live DJ,45 min Live DJ Ride,2019-01-06 17:48 (EST),277,103,42%,72,16.17,12.13,393,,,
2019-01-07 18:30 (EST),Live,Alex Toussaint,45,Cycling,Music,45 min Hip Hop Ride,2019-01-07 18:19 (EST),347,129,43%,80,17.87,13.39,493,,,
2019-01-08 17:30 (EST),Live,Robin Arzon,45,Cycling,Intervals,45 min Tabata Ride,2019-01-08 17:19 (EST),374,139,46%,76,18.29,13.71,531,,,
2019-01-09 08:26 (EST),Live,Aditi Shah,30,Yoga,Flow,30 min Yoga Flow,2019-01-09 08:20 (EST),,,,,,,,,,
2019-01-09 10:30 (EST),Live,Jenn Sherman,30,Cycling,Music,30 min 90s Pop Ride,2019-01-09 10:19 (EST),240,134,45%,80,18.15,9.07,342,,,
2019-01-09 11:05 (EST),Live,Jenn Sherman,10,Cycling,Warm Up/Cool Down,10 min Cool Down Ride,2019-01-09 11:01 (EST),62,102,37%,86,16.30,2.72,88,,,
2019-01-10 19:30 (EST),Live,Jess King,45,Cycling,Music,45 min Pop Ride,2019-01-10 19:18 (EST),343,127,44%,77,17.72,13.28,487,,,
2019-01-11 08:00 (EST),Live,Jennifer Jacobs,45,Cycling,Music,45 min 80s Ride,2019-01-11 07:49 (EST),342,127,46%,72,17.74,13.31,486,,,
2019-01-12 18:00 (EST),Live,Hannah Corbin,45,Cycling,Music,45 min Country Ride,2019-01-12 17:48 (EST),375,139,46%,76,18.43,13.82,532,,,
2019-01-13 09:13 (EST),Live,Kristin McGee,45,Yoga,Flow,45 min Yoga Flow,2019-01-13 09:19 (EST),,,,,,,,,,
2019-01-13 18:00 (EST),Live,Emma Lovewell,45,Cycling,Live DJ,45 min Live DJ Ride,2019-01-13 17:49 (EST),316,117,43%,75,17.18,12.89,449,,,
2019-01-14 07:00 (EST),Live,Rebecca Kennedy,20,Tread Bootcamp,Body Focus,20 min Bootcamp: Arms & Shoulders,2019-01-14 06:50 (EST),109,,,,4.01,0.67,104,,1.90,14:58
2019-01-14 07:25 (EST),Live,Rebecca Kennedy,20,Running,Music,20 min Pop Fun Run,2019-01-14 07:22 (EST),238,,,,4.58,1.52,181,,1.21,13:06
2019-01-15 06:00 (EST),Live,Ally Love,45,Cycling,Intervals,45 min Tabata Ride,2019-01-15 05:48 (EST),317,117,43%,75,17.14,12.86,450,,,
2019-01-17 18:20 (EST),Live,Aditi Shah,45,Yoga,Flow,45 min Yoga Flow,2019-01-17 18:50 (EST),,,,,,,,,,
2019-01-19 17:00 (EST),Live,Alex Toussaint,45,Cycling,Theme,45 min Club Bangers Ride,2019-01-19 16:49 (EST),331,123,44%,76,17.48,13.10,471,,,
2019-01-20 09:12 (EST),Live,Kristin McGee,45,Yoga,Flow,45 min Yoga Flow,2019-01-20 09:20 (EST),,,,,,,,,,
2019-01-20 18:00 (EST),Live,Emma Lovewell,45,Cycling,Live DJ,45 min Live DJ Ride,2019-01-20 17:49 (EST),330,122,43%,77,17.36,13.02,469,,,
2019-01-22 17:30 (EST),Live,Robin Arzon,45,Cycling,Intervals,45 min Tabata Ride,2019-01-22 17:19 (EST),363,134,48%,70,18.00,13.50,515,,,
2019-01-24 19:30 (EST),Live,Jess King,45,Cycling,Music,45 min Electronic Dance/EDM Ride,2019-01-24 19:21 (EST),337,125,45%,72,17.52,13.14,479,,,
2019-01-28 20:30 (EST),Live,Alex Toussaint,45,Cycling,Music,45 min Pop Ride,2019-01-28 20:19 (EST),352,131,45%,77,17.89,13.41,500,,,
2019-01-30 17:30 (EST),Live,Emma Lovewell,45,Cycling,Music,45 min New Tracks Ride,2019-01-30 17:30 (EST),284,105,43%,70,16.36,12.26,403,,,
2019-01-31 19:30 (EST),Live,Jess King,45,Cycling,Music,45 min 90s Pop Ride,2019-01-31 19:19 (EST),341,126,43%,78,17.61,13.21,485,,,
2019-02-04 17:16 (EST),Live,Kristin McGee,30,Yoga,Focus Flow,30 min Yoga Flow: Core,2019-02-04 17:20 (EST),,,,,,,,,,
2019-02-04 19:30 (EST),Live,Jennifer Jacobs,45,Cycling,Music,45 min 90s Rock Ride,2019-02-04 19:19 (EST),318,118,41%,80,17.22,12.91,451,,,
2019-02-05 17:30 (EST),Live,Robin Arzon,45,Cycling,Intervals,45 min Tabata Ride,2019-02-05 17:19 (EST),419,155,47%,79,19.14,14.35,595,,,
2019-02-08 19:00 (EST),Live,Denis Morton,45,Cycling,Music,45 min Pop Ride,2019-02-08 18:48 (EST),357,132,46%,74,17.95,13.45,507,,,
2019-02-10 10:52 (EST),Live,Anna Greenberg,60,Yoga,Power,60 min Power Yoga,2019-02-10 10:49 (EST),,,,,,,,,,
2019-02-12 17:30 (EST),Live,Rebecca Kennedy,45,Tread Bootcamp,Music,45 min Pop Bootcamp,2019-02-12 17:19 (EST),304,,,,5.24,1.98,274,,0.99,11:27
2019-02-17 09:00 (EST),Live,Emma Lovewell,45,Cycling,Groove,45 min Groove Ride,2019-02-17 08:48 (EST),359,133,47%,73,17.96,13.47,509,,,
2019-02-18 18:30 (EST),Live,Jennifer Jacobs,45,Cycling,Intervals,45 min Intervals & Arms Ride,2019-02-18 18:19 (EST),326,121,43%,74,17.07,12.80,464,,,
2019-02-19 19:30 (EST),Live,Christine D'Ercole,45,Cycling,Heart Rate Zone,45 min HRZ Max Capacity,2019-02-19 19:19 (EST),311,115,40%,81,16.88,12.66,441,,,
2019-02-21 19:30 (EST),Live,Jess King,45,Cycling,Music,45 min Electronic Dance/EDM Ride,2019-02-21 19:18 (EST),282,104,41%,74,16.11,12.08,400,,,
2019-02-25 17:30 (EST),Live,Robin Arzon,45,Running,Intervals,45 min Intervals Run,2019-02-25 17:18 (EST),575,,,,5.14,3.86,436,,0.13,11:40
2019-02-28 17:30 (EST),Live,Jenn Sherman,45,Cycling,Theme,45 min My Mixtape Ride,2019-02-28 17:19 (EST),340,126,46%,72,17.55,13.16,483,,,
2019-03-05 12:30 (EST),Live,Jess King,30,Cycling,Low Impact,30 min Low Impact Ride,2019-03-05 12:18 (EST),268,149,42%,88,18.93,9.46,381,,,
2019-03-10 18:00 (EST),Live,Emma Lovewell,45,Cycling,Live DJ,45 min Live DJ Ride,2019-03-10 17:49 (EST),321,119,45%,71,17.10,12.82,456,,,
2019-03-11 08:30 (EST),Live,Aditi Shah,30,Yoga,Focus Flow,30 min Yoga Flow: Core,2019-03-11 08:20 (EST),,,,,,,,,,
2019-03-11 20:30 (EST),Live,Jenn Sherman,45,Cycling,Music,45 min Y2K Ride,2019-03-11 20:19 (EST),361,134,46%,76,18.11,13.58,513,,,
2019-03-12 17:30 (EST),Live,Robin Arzon,45,Cycling,Intervals,45 min Tabata Ride,2019-03-12 17:20 (EST),413,153,48%,73,18.99,14.25,587,,,
2019-03-13 17:30 (EST),Live,Cody Rigsby,45,Cycling,Music,45 min Y2K Hip Hop Ride,2019-03-13 17:20 (EST),347,129,44%,77,17.67,13.24,493,,,
2019-03-14 17:30 (EST),Live,Jenn Sherman,45,Cycling,Music,45 min 80s Hip Hop Ride,2019-03-14 17:19 (EST),310,115,46%,69,16.81,12.61,441,,,
2019-03-15 19:00 (EST),Live,Hannah Corbin,45,Cycling,Music,45 min Disco Ride,2019-03-15 18:49 (EST),301,111,42%,75,16.71,12.53,427,,,
2019-03-17 18:00 (EST),Live,Emma Lovewell,45,Cycling,Live DJ,45 min Live DJ Ride,2019-03-17 17:49 (EST),285,106,41%,74,16.26,12.19,405,,,
2019-03-19 17:30 (EST),Live,Robin Arzon,45,Cycling,Intervals,45 min Tabata Ride,2019-03-19 17:18 (EST),342,127,47%,68,17.56,13.16,485,,,
2019-03-20 17:30 (EST),Live,Emma Lovewell,45,Cycling,Music,45 min Electronic Dance/EDM Ride,2019-03-20 17:19 (EST),318,118,45%,70,17.12,12.84,452,,,
2019-03-21 19:30 (EST),Live,Jess King,45,Cycling,Music,45 min Electronic Dance/EDM Ride,2019-03-21 19:19 (EST),274,102,40%,75,16.01,12.00,389,,,
2019-03-22 19:00 (EST),Live,Denis Morton,45,Cycling,Music,45 min 90s Hip Hop Ride,2019-03-22 18:49 (EST),276,102,41%,75,16.12,12.09,392,,,
2019-03-24 18:00 (EST),Live,Emma Lovewell,45,Cycling,Live DJ,45 min Live DJ Ride,2019-03-24 17:49 (EST),331,123,45%,73,17.41,13.06,470,,,
2019-03-27 17:30 (EST),Live,Emma Lovewell,45,Cycling,Groove,45 min Groove Ride,2019-03-27 17:18 (EST),399,148,47%,76,18.81,14.09,567,,,
2019-04-03 19:30 (EST),Live,Cody Rigsby,45,Cycling,Music,45 min Pop Ride,2019-04-03 19:18 (EST),389,144,47%,76,18.56,13.92,553,,,
2019-04-04 17:30 (EST),Live,Jenn Sherman,45,Cycling,Theme,45 min My Mixtape Ride,2019-04-04 17:19 (EST),308,114,45%,71,16.86,12.64,437,,,
2019-04-11 10:30 (EST),Live,Ally Love,20,Cycling,Intervals,20 min HIIT Ride,2019-04-11 10:19 (EST),183,153,48%,75,19.02,6.34,260,,,
2019-04-11 10:55 (EST),Live,Ally Love,20,Cycling,Music,20 min Hip Hop Ride,2019-04-11 10:52 (EST),148,124,42%,78,17.46,5.81,210,,,
